Date received,Product,Company,State,Complaint Text
2025-06-20 00:00:00,Credit card,Synovus Bank,CA,I opened a secure account with this company for the amount of {$1000.00}. The highest balance on the account was {$250.00}. I never received the remaining amount after the account was closed. I am entitled to receive my security deposit if it wasnt used. The company said they mailed a check but I never received anything from them and its nothing on record saying I cashed a check.
2024-10-08 00:00:00,Credit card,TRUIST FINANCIAL CORPORATION,NC,"I called SUNTRUST last XX/XX/XXXX, and they said that they called the phone number on file, which was also part of thier investigation, and they suspect that it's fraudulent since no one answered. Moreover, the investigation is still ongoing, and I provided them with my phone number in case they call back. 

I called the bureaus the same day, and they said that they couldn't provide any details on the account unless we had the account number. They advised me to call the creditor to get more information regarding this. I called SunTrust but was directed to Truist Bank. I wasn't authenticated because they would like to know the year, make, and model of the car or the credit limit from the trust bank. But they said that Suntrust does not exist anymore because it is now part of Truist Bank. 

I called Truist/Suntrust Bank again last XX/XX/XXXX and provided the account number showing on the pulled report last XX/XX/XXXX I gave the number to Truist Bank , and they confirmed that this is now part of Truist Bank . This was closed in XX/XX/XXXX. 

They reviewed the account, and thier is a notation that it was reported way back in XXXX that it was fraudulent, which is why the account has been purged or closed. They will file an ID Theft form on thier end. They will also dispute it to the bureaus directly to remove the account, and Truist Bank will be the one to communicate with the bureaus to remove it. An investigator will contact me if additional info is needed. If not, they will send a letter of confirmation for the ID theft result. 

However, I didn't receive a letter, so I called to get an update ; they advised me that the case had been closed and that they couldn't delete it from the credit report even though it was fraudulent."
2024-05-20 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,NY,"The Matter has been put forward to Capitol One which is NOT addressing the CURRENT 80 % Interest rate on a {$3000.00} loan which will take XXXX  years to pay for which Capitol One has Targeted an elderly XXXX Senior Citizen of XXXX American Decent who is being targeted with extreme interest rate and petitory lending. 

Capitol One has yet to address the fact the when the requested payment is made the card holder is ONLY being compensated 20 % in principle and XXXX  % interest. 

The Customer request Capitol One Quick silver XXXX apply the claimed interest rate of 25 % - 30 % NOT THE CURRENT 80 %. 

There are NO CONCERNS with the card holders other accounts which ARE in compliance with acceptable interest rates."
2023-12-06 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,TX,"I am a victim of identity theft. Upon review of my credit report I found several credit cards opened at capital one that were not opened by me. I do not have the account numbers as I did not open the accounts by my date of birth is XXXX and the balances on the cards I am disputing is : {$1900.00}, {$530.00} and {$630.00}. I have attached a copy of the FTC affadavit of identity theft to this complaint."
2025-06-20 00:00:00,Credit card,JPMORGAN CHASE & CO.,MI,"XXXX XXXX, as the lawful agent and beneficial interest holder over this account, is reporting a serious unresolved dispute regarding a {$13000.00} transaction charged to a business credit card originally issued under XXXX. XXXX XXXX, later reclassified without consent as a personal card under XXXX XXXX. 

This charge was related to an investment fraud known as XXXX, which is the subject of an active SEC Cease & Desist Order and an FBI criminal investigation. Chase was formally notified of this fraud via certified affidavits, dispute letters, and multiple good faith requests for verification. Despite this, Chase denied the dispute by claiming the charge was too oldwithout addressing the legal merits, timelines, or federal fraud documentation submitted.

The Trust also formally demanded accounting, a full chargeback justification, 1099 disclosures, and fraud case recordsnone of which were provided. Instead, Chase manipulated the account classification and failed to apply any reversal or interest refund on this card, unlike a parallel card dispute ( ending in XXXX ) for the same merchant. This demonstrates selective handling and a misrepresentation of liability. 

Chase has continued to send bills, apply finance charges, and report to credit bureaus under the personal name XXXX XXXX, despite the original business classification. The Trust now requests CFPB oversight to enforce a full reversal, lawful resolution, and permanent cessation of negative reporting."
2026-03-15 18:50:30,Credit card,FIRST NATIONAL BANK OF OMAHA,IN,My name XXXX XXXX XXXX -- i don't know about credit card is XXXX XXXX bank of XX/XX/XXXX its not belong to I never ever apply credit of this bank so please dispute this card from my account -- someone fraud-or some miss match information of with me -- so please solve my problem thank you
2025-10-02 00:00:00,Credit card,U.S. BANCORP,TX,"I used to have a XXXX credit card with an annual of {$99.00}. An annual fee of {$99.00} was posted on my statement on XX/XX/XXXX in XXXX. Because it was a financial burden to me, I decided to change from this card with an annual fee to a different credit card with no annual fee. I completed this process on the phone with the assistance of the XXXX Bank staff. I received a new card with no annual fee a couple of days later. Then, I have waited for the removal of the fee from my statement. In the meantime, I have called US Bank several times to check the status and ask the processing of the annual fee removal because I have seen the fee was still on the statement. Every time I called them, they said that my request was received, and I would need to wait, while they also noted that I would need to pay {$99.00} first and then get it refunded once the process has been completed. It has already been over XXXX  months since I changed my credit card. There is no refund yet and I am tired of calling them anymore."
2025-11-04 00:00:00,Credit card,SLM CORPORATION,TN,On XX/XX/year> a balance transfer went to the wrong bank ( Sallie Mae ) which i do not have an account with. From XXXX XXXX. The money was supposed to go to XXXXXXXX XXXX.
2025-09-29 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,FL,"A couple of months ago, I tried to make a purchase with my card. The company called me to verify the transaction, and I confirmed it was me. However, they still declined the transaction and blocked my card. 

They told me I needed to provide proof of my identity and asked for a copy of my drivers license and either a bank statement or a utility bill. I sent them my drivers license and a XXXX  XXXX XXXX statement, but they denied the bank statement. Then I provided my insurance bill and an XXXX bill. They rejected those as well because my last name is long and the utility company does not display it in full. They said they only go by what appears in the credit bureau records, so even though the bill had my account number and address, they still denied it. 

They insisted on a gas bill, but I do not have gas service and explained that to them. Then they asked for a water bill. I sent them a copy, but the water company blocks access to protect account holders. If they had called, the water company would have confirmed the account belongs to me. The water bill is under my husband and me, as shown on the property deed, but they still refused to accept iteven though it has my full name, my address, and is an official utility bill. 

At this point, I no longer even want the credit card. My account has a {$30000.00} limit with a XXXX balance. What I do want, however, is the annual credit I am entitled to and the reward points I legally earned after meeting their spending requirements. 

When I asked about this, they told me they can not give it to meeven though it is my right. It has now been months, and each time they contact me, they request more and more documents. I have already provided every legal document they have asked for, and there is nothing else I can give them."
2026-05-13 17:05:18,Credit card,AMERICAN EXPRESS COMPANY,NJ,"Without meaningful advance notice, American Express imposed what appears to be a temporary spending limitation or financial review/risk re-evaluation following a recent auto purchase that resulted in essential purchases, including gasoline, being declined at the point of sale. Additional legitimate transactions were delayed or disrupted pending approval. This occurred despite my account otherwise remaining in good standing and I having been a cardmember since 1986.

Furthermore, attempts to resolve the issue through customer service were unsuccessful. Representatives were unable or unwilling to provide a clear explanation of the restriction, a timeframe for resolution, or any meaningful accommodation despite the impact on essential purchases and pending transactions."
2026-05-04 13:43:02,Credit card,SYNCHRONY FINANCIAL,CA,"On XX/XX/year> Synchrony Bank closed my account without notifying me about the closure or given me any warning. My last payment of {$200.00} went through and they are saying my account was closed because of too many payments not going through. I admit some payments didnt go through because of other payments being made the same day, but I made the payment after it didnt go through, so I gave records of me making payments even if the first time didnt go through."
2026-04-15 00:00:00,Credit card,Atlanticus Services Corporation,OH,"On XX/XX/XXXX I filed CFPB complaint # XXXX against XXXX ( issued by XXXX XXXX XXXX XXXX ) for violating the 25 % fee-harvester cap under 12 CFR 1026.52 ( a ) ( Regulation Z ). My initial credit limit was {$350.00}, so the maximum non-penalty fees allowed in the first year were {$87.00}. 

XXXX charged an {$85.00} Annual Fee ( posted XX/XX/XXXX ) plus multiple XXXX XXXX  Monthly Paper Statement Fees. My attached billing statements ( XX/XX/XXXX through XX/XX/XXXX ) explicitly show these fees being assessed, bringing the total to at least {$89.00} {$1.00} over the federal cap. 

On XX/XX/XXXX XXXX responded to the CFPB and falsely stated : our records do not reflect that any such [ paper statement ] fees were assessed. This statement is demonstrably false, as the attached statements clearly list the {$2.00} paper statement fees. 

This is a clear violation of federal law. In addition, XXXX engaged in fee-harvesting : they charged high upfront fees, then provided only a minimal {$350.00} credit line ( leaving approximately {$260.00} available after the annual fee ), effectively denying me meaningful credit while keeping the fees.

I previously requested a full waiver and refund of the {$85.00} annual fee and all paper statement fees. XXXX declined, citing only their Cardholder Agreement ( which can not override federal law ).

I am requesting that the CFPB investigate this violation and XXXX  false response to the prior complaint. To resolve this matter and hold XXXX accountable, I demand : A {$50.00} credit applied directly to my account ( reasonable given the regulatory violation and the inconvenience caused ).

Full waiver/refund of the {$85.00} annual fee and all paper statement fees charged in the first year.

Permanent deletion of all hard inquiries associated with this account.

Written confirmation that the account has been brought into full compliance with 12 CFR 1026.52 ( a ).

I will continue to pursue this matter through all available channels until XXXX is held accountable and the account is resolved in my favor. I am not going away until this is corrected."
2024-10-16 00:00:00,Credit card,JPMORGAN CHASE & CO.,VA,I have excellent credit and a very lengthy credit history. I have had a relationship with Chase for well over a decade and I have three credit cards with them all have always been in good standing. Earlier this year ( around XXXX ) I legally changed both my first and last name. I quickly updated this with Chase and showed them my court order and new ID. Yesterday I opened a chase total checking account. Today they closed the new account and closed all of my credit card accounts. They are saying the only way i MIGHT be able to deal with it ( might as in that might not even work ) is to go into a physical branch. I am in XXXX Va and the closest branch is in XXXX VA ( XXXX XXXX  away ). I don't know if my name change is why they closed the accounts. They will not tell me why or even if driving for XXXX hours is going to fix it or not.
2024-11-03 00:00:00,Credit card,"CITIBANK, N.A.",VA,"I filled a dispute with with Citi Bank on XX/XX/year>. Citi bank reports the dispute has been "" Resolved '', however, I have tried on three separate occasions to get a copy of the merchant 's response to my dispute and a copy of the dispute I submitted to Citi Bank. Each time I call Citi Banks says they will e-mail me the requested information and they confirm the e-mail address, however, the never send the requested information. Each time I call the Citi Bank agents acknowledge the information from my previous request has not been sent, they go through the same process as the previous agent and say the information will be received in 24 to 48 hours. The Case ID ( assigned by Citi Bank ) for which I'm requesting the information described above is XXXX. In addition to Citi Bank refusing to send the information requested above, it is also not available via my on-line account nor has any information regarding this dispute been received via the mail. The automated voice information regarding this dispute at Citi Bank is incorrect. The information regarding this dispute at Citi Bank via my on-line account has links which when clicked on go to nowhere. As a consumer it sure appears Citi Bank is going out of their way to make things difficult for me in this matter."
2023-06-19 00:00:00,Credit card or prepaid card,Experian Information Solutions Inc.,IL,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.
2025-02-27 00:00:00,Credit card,SYNCHRONY FINANCIAL,UT,"I was getting a quote on insulating my house. Did not sign anything. 
received email below : From : Synchrony for your XXXX  XXXX  XXXX Sent : Thursday, XX/XX/year> XXXX XXXX  To : Subject : Welcome! You're approved for a XXXX XXXX account. 

Here are the things you need to know. 

hello You're approved for a credit card from XXXX XXXX! 
We're excited to have you as a customer, and look forward to helping make your future purchases possible. 

Your credit limit is {$10000.00} Your card will arrive in the mail within 710 business days Be sure to activate your card once it arrives Once your card arrives, register your account on MySynchrony.com to set your preferences, enroll in electronic statements, and make payments. 

And remember to download the mobile app for anytime, anywhere account access. 

Head off identity theft before it happens. For more information about identity theft, please visit the Federal Trade Commission 's ( FTC ) consumer website. 

This is an unmonitored email box. Please do not reply to this email. 
ABOUT THIS EMAIL MESSAGE : This email was sent by Synchrony to provide important account servicing information regarding your XXXX XXXX  account.You may receive account servicing emails even if you have requested not to receive marketing offers by email for your XXXX XXXX account. 
Credit is extended by Synchrony Bank which is located at XXXX XXXX XXXX, XXXX XXXX, XXXX, UT, XXXX, USA.www.synchrony.com"
2025-04-04 00:00:00,Credit card,"Credit Control, LLC",CA,"I believe the account is invalid. CREDIT CONTROL , LLC needs to verify under oath that this claim is valid, free from any claims and defenses including but not limited to any breach of agreement, failure of consideration, or material alterations, and that the original lender provided value. Further, the alleged account was transferred in good faith and with the consent of all parties involved. If they are unable to provide under oath the previously listed item then I require the account to be removed from my credit & their records.CREDIT CONTROL, LLC XXXX"
2025-11-12 00:00:00,Credit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,"On XX/XX/year>, a charge for {$1800.00} from XXXX XXXX XXXX XXXX XXXX ( XXXX XXXX ) was posted to my Bank of America Mastercard. I made this payment in person for a flight upgrade, but due to a technical issue, the merchant voided the transaction immediately and provided a receipt showing that the charge was canceled. 

Despite this, the charge was still posted to my account. I contacted Bank of America and opened a dispute on XX/XX/year> ( Claim ID : XXXX ). Since then, the bank has not provided updates, resolved the issue, or issued a temporary credit. 

I submitted proof of the voided transaction, yet the charge remains. Bank of America has failed to investigate or act promptly as required under Regulation Z ( Truth in Lending Act ) for billing disputes. 

I am seeking CFPB assistance because Bank of America has not followed proper dispute-handling procedures."
2025-05-01 00:00:00,Credit card,JPMORGAN CHASE & CO.,CA,"In XX/XX/2025, I accepted a Chase promotional 0 % APR balance transfer offer, fully aware of the 5 % transfer fee. To ensure no interest would be charged, I set up automatic payments through the Chase mobile app and selected the Interest saving balance option, assuming it would prioritize avoiding interest especially on promotional balances.

However, I was later charged interest. When I contacted Chase, I was told that automatic payments under the interest saving balance option do not apply to balance transfers, even promotional ones. This was never clearly disclosed. 

Worse, the in-app definition for interest saving balance states : This is the payment amount that allows you to avoid interest on new purchases and not pay off your plans, loans or eligible promotional balances earlier than intended. 

That phrasing is not only confusing, its fundamentally misleading. It implies that Chase actively prevents automatic payments from applying to promotional balances despite those balances being subject to interest after the transfer fee. The interface design and definitions gave me every reason to believe I was paying in a way that avoided interest. 
I attempted to escalate the issue and was told the only way to reach the executive office was via physical mail, with no guarantee of response. Chase refused to refund interest or provide a transparent explanation."
2025-04-15 00:00:00,Credit card,DISCOVER BANK,NY,"Also reported to the Attorney General 's XXXX I am writing to formally report what I believe are deceptive, coercive, and potentially fraudulent practices by Discover Bank regarding my credit card account. Below is a detailed account of my experience and concerns, which I request be thoroughly investigated. 

Additional Context : For XXXX month, I was ill and missed a payment. During this period, Discover deliberately blocked access to their app and made it extremely difficult to reach the correct department by phone to make a payment. I was transferred repeatedly, and many calls led to irrelevant departments, making it nearly impossible to make a payment. 

When I finally managed to make a payment, Discover refused to issue a new card unless I paid the balance dueyet I needed the new card number to make a payment. This circular situation resulted in hours of wasted time and unnecessary stress. Once the payment was processed when I made a payment XX/XX/XXXX and received confirmation on XX/XX/XXXX, Discover immediately blocked my account under a supposed fraud claim. 

I requested that the account not be closed while the fraud investigation was underway. I also asked for clarification as to how I could have reported fraud or initiated any suspicious transaction when I had not received the new card number and could not use the account in any way as they claim morning of XX/XX/XXXX. 

It is my belief that Discover is manufacturing internal fraud scenarios or intentionally delaying fraud investigation to pressure customers into disclosing sensitive tax information and financial details or face consequence of negative reporting on the XXXX credit agencies. This is customer manipulation and blackmail. 

This includes requesting tax returns that list my spousewho is not affiliated with my accountwhich is a serious data privacy violation on his part. Discover also failed to provide a copy of the XXXX terms and conditions they claim justifies this request by just stating its in term and condition. I did not receive any new terms and condition nor did I sign for it. 

Furthermore, I request the CFPB and XXXX XXXX that investigators pull all call recordings between XX/XX/XXXX and XX/XX/XXXX, to verify my account of these events and the inconsistencies in Discovers handling of this situation. 

XXXX of Events : Prior to XX/XX/XXXX - no call record or voicemail or Physical mail. 

XX/XX/XXXX : Discover Bank blocked my credit card account, citing a fraud investigation. They told me I would only receive a new card after making a payment on a one-month overdue balance. 

Discover demanded my tax return documents, even though my husband is listed on them and he has no connection to this account. 

I declined to submit these documents, and as a result, Discover falsely claimed I reported fraud, locking the account. I made no such report. 

This fraudulent claim was used to block me from closing the account, allowing Discover to eventually close it on their own and report false, derogatory information to credit agencies. 

XXXX XXXX XXXX  : A Discover representative claimed they retrieved tax information from Equifax. However, Equifax confirmed they have no involvement in such a process, calling Discovers statement into question on XX/XX/XXXX on a XXXX way call. 

I was initially told I had until XX/XX/XXXX to submit documents. This deadline was later moved without notice to XX/XX/XXXX, adding more confusion and pressure when they realized I was not going to disclose my tax and asset information. 

Despite my request, I was told I could not close the account during the ongoing investigation. They changed the date from XX/XX/XXXX to XX/XX/XXXX with no warning or reason and would not hold off closing my account entirely until the investigation was over. While under investigation the account is locked and I can not proceed with any transaction regardless. 

This made no sense, as no transactions ( fraudulent or legitimate ) could occur if the account were closed- they can still proceed with the investigation. 

As punishment Discover did not let me close my account so they can close it and report negative reporting to the XXXX reporting agencies as retaliation. 

My Concerns : Discover is fabricating fraud claims I allegedly made on XX/XX/XXXX to block account closure by customer. 

They are coercing customers into sharing sensitive tax data, including information about unrelated third parties ( i.e., XXXX XXXX ). 

They are misleading customers about Equifax 's involvement. 

XXXX has been inconsistent and misleading, with moving deadlines and blocked access to payment systems. 

These actions appear designed to manipulate account status for financial gain through interest, fees, or penalties. 

Also I was not permitted to record phone conversation which means even calls can be deleted or manipulated by Discover Card."
2024-07-01 00:00:00,Credit card,AMERICAN EXPRESS COMPANY,TX,"Sent to Amex on XX/XX/XXXX : Card : XXXX XXXX 
XXXX XXXXXXXX {$50.00} credit was incorrectly clawed back by you. 

XX/XX/XXXX {$50.00} - AMEX XXXX XXXX XXXX XXXX XXXX - {$830.00} XX/XX/XXXX - {$50.00} Credit - AMEX XXXX XXXX XX/XX/XXXX {$830.00} XX/XX/XXXX- {$830.00} XX/XX/XXXX {$830.00} XX/XX/XXXX {$830.00} You can see 3x {$830.00} XXXX charges, and then XXXX - {$830.00} XXXX refunds. So my net spend with XXXX was {$830.00}. Therefore I am owed a XXXX credit, while you took it away. Please resolve the issue and credit my credit back to me. 
-- - Their response : I was able to see that and please refer to the posted date instead. 
Rest assured that the case will be investigated as you're claiming for the credit. 
By any chance is there anything else I can assist you with? 
-- - Sent to Amex on XX/XX/XXXX : REPORTED ON XX/XX/XXXX. 
Please provide status update on this : Card : XXXX XXXX 
My XXXX {$50.00} credit was incorrectly clawed back by you. 

XX/XX/XXXX {$50.00} - AMEX XXXXXXXX XXXX XXXX  XXXX XXXX - {$830.00} XX/XX/XXXX - {$50.00} Credit - AMEX XXXX XXXX XX/XX/XXXX {$830.00} XX/XX/XXXX- {$830.00} XX/XX/XXXX {$830.00} XX/XX/XXXX {$830.00} You can see 3x {$830.00} XXXX charges, and then XXXX - {$830.00} XXXX refunds. So my net spend with XXXX was {$830.00}. Therefore I am owed a XXXX credit, while you took it away. Please resolve the issue and credit my credit back to me. 
-- - Their response : have checked and can see that you have made two charges on XXXX which has been returned/canceled for which you have get refund on XXXX and XXXX that is the reason XXXX  credit of {$50.00} has been reversed -- - My response : Doesn't matter. Three charges. Two refunded. One still remaining. And for that one you owe me the credit. 
I'm reporting it the second time. Since you are as deaf as the previous person, I'll be filing a CFPB complaint now and having it resolved that way. Unacceptable. 
-- - EXPLANATION for CFPB : Amex XXXX card offers a {$50.00} semi-annual credit on XXXX XXXX XXXX purchases. Here 's a list of transactions in XXXX 2024 : XX/XX/XXXX {$50.00} - AMEX XXXX XXXX XXXX XXXX XXXX - {$830.00} XX/XX/XXXX - {$50.00} Credit - AMEX CREDIT XXXX XX/XX/XXXX {$830.00} XX/XX/XXXX- {$830.00} XX/XX/XXXX {$830.00} XX/XX/XXXX {$830.00} It's clear as day - I spent {$830.00} with XXXX three times, and got refunded {$830.00} twice. The net spend is {$830.00}. So I am owed a {$50.00} credit from Amex."
2024-08-14 00:00:00,Credit card,"CLGF Holdco 1, LLC",VA,"CB INDIGOXXXX   Account XXXX Credit Card XXXX XXXX XXXX 3 times XX/XX/XXXXXXXX Cb indigo/XXXX XXXXXX/XX/XXXX Cb indigo/gf XXXXXX/XX/XXXX Shows XXXX XXXX 30 days late Went direct to them, they said they had no way to go back and remove in their software. Not acceptable, I have never had a late payment on over 50 accounts.

They could submit to credit bureaus because it is the only negative I have."
2026-03-03 00:00:00,Credit card,"CITIBANK, N.A.",FL,"On XX/XX/XXXX, a transaction for {$100.00} from XXXX XXXX posted to my Citi credit card. The transaction appeared on my XXXX statement for the period ending XX/XX/XXXX. After attempts to work with the vendor failed, I disputed the charge with Citi on XX/XX/XXXX through their website, because the product I received was not the grade represented at the time of sale. On XX/XX/XXXX, as instructed by Citi when the dispute was opened, I sent supporting documentation by fax and mailed a package with fullcolor copies, expected to be postmarked XX/XX/XXXX. 

On XX/XX/XXXX, I received an email from Citi stating they had closed the dispute. The letter posted in the Disputes Center cited an incorrect reason, did not reference my actual complaint of misrepresented merchandise, and provided no indication that the documentation I submitted had been reviewed. 

On XX/XX/XXXX, I faxed a letter of appeal to the dispute department requesting a supervisorlevel review under Regulation Z. Citi acknowledged receipt by email on XX/XX/XXXX, only by thanking me for providing additional information, without referencing my request for a supervisorlevel appeal. 

On XX/XX/XXXX, I received XXXX emails from Citi stating that the dispute had been closed and resolved. The letter posted in the Disputes Center stated, Due to the length of time since this transaction was billed to you, we aren't able to investigate this dispute. This was despite the fact that Citi had already initiated an investigation, that written notices were submitted within the 60day timeframe under 12 CFR 1026.13 ( b ), and that my dispute concerns misrepresentation, which qualifies under 12 CFR 1026.12 ( c ). The letter did not reference my appeal, the reason for the dispute, or my documentation. It advised me to contact the merchant, even though my documentation showed that I had already exhausted all attempts to resolve the matter directly with the vendor. This indicates that the evidence I submitted was not reviewed. 

Both denial letters instructed me to call the number on the back of your card if I needed further assistance. On XX/XX/XXXX, I called that number, told the IVR I wanted a representative, and waited on hold for approximately XXXX minutes with fluctuating estimated wait times. When a representative answered, I requested escalation above the dispute department and asked to reach the Executive Correspondence team or Executive Response Unit. The representative did not understand these terms, even after I explained that this was an escalation beyond the dispute department. 

The representative attempted to transfer me, but the transfer routed me to the automated dispute department IVR instead of an escalation team. No fax number, email address, mailing address, or other method to submit an appeal was provided. Because the representative could not identify the correct department or provide any escalation channel, I was unable to submit a written request for escalation. 

Citi has twice closed my dispute without conducting a proper review, and I have no way to submit a further escalation because Citi has not provided any contact information or escalation channel. I am requesting assistance because Citi has not provided a reasonable method for me to exercise my rights under Regulation Z. 

The dispute case ID is included in the attached appeal letter and should be sufficient for Citi to locate my account."
2023-10-14 00:00:00,Credit card,DISCOVER BANK,AR,"I first reached out to XXXX about unsatisfactory item. The shoes I purchased were stained and smelled funny. They were not in greatcondition like advertised in listing on website. I asked to return and refund and was told no. 

I reached out to XXXX. I sent proof ( pictures ) of the stained shoes and markings all over them and showed XXXX policy of items must look like what they are listed as, XXXX agreed they did not and were not in great condition. XXXX said if I returned the shoes they would issue refund. I returned merchandise to poshmark and provided tracking info. XXXX said XXXX agreed to the refund. XXXX said they saw the item was return per the tracking info and the refund was issued. 

I was waiting for refund and it was taking awhile so I asked Discover my credit card that is connected to my XXXX account and, the agent took over and initiated the dispute. A temporary credit was issued. Then poshmark responded changed their tune and did not agree to refund and Discover found in their favor. I reached out and asked why and found out they over looked many documents that I had send so the reissued a temporary credit. 

I waited several more moths and checked in regularly with them and they kept saying it looked like it would be found in my favor. I was worried and asked what would happen if it was not found in my favor. I was told on multiple occasions that they could do something in house to make things right. I found out today it was not found in my favor. I asked if they were going to do something in house to rectify this since I no longer had the product in my possession and, they said they wouldnt. 

I contacted XXXX and they said the case could no longer be reopened so Im looking to you for help. This is not fair. Im being required to pay for goods that I no longer have. Its not right. Its highly unprofessional that XXXX didnt honor their policy to begin with. Then for Discover to take over a dispute only to leave me with zero resolution or options moving forward and to pay for goods I no longer gave ownership of."
2024-01-02 00:00:00,Credit card,AMERICAN EXPRESS COMPANY,NC,"My American Express Statement closing XXXX XXXX  had a closing statement balance of {$9500.00} that was due on XXXX XXXX  to avoid an interest charge. I made a payment of {$9600.00} using a XXXX balance transfer check. This payment was posted to my XXXX account on XXXX XXXX, one day prior to the America express due date of XXXX XXXX. When I received my American Express Statement closing XXXX XXXX, I had an interest charge of {$300.00} for the XXXX closing amount. My XXXX payment was not posted to my American Express account until XXXX XXXX, one day after the due date that would have avoided the interest charge, even though American Express processed my payment to XXXX on XXXX XXXX. In addition, on my AMEX statement closing on XXXX XXXX, there was an additional interest charge of {$200.00}, even though my balance due had been paid in full. 
I've had several discussions with American Express in XXXX and XXXX to waive the interest charge, but they have denied my request."
2023-07-14 00:00:00,Credit card or prepaid card,TD BANK US HOLDING COMPANY,VA,"i got an email today stating i was approved for a target credit card that i had not applied for. i contacted target credit card dept to report that i had not applied, order was stopped and card account closed and reported as fraud. the information provided was a new york state drivers license was provided with my address and email"
2026-05-05 14:42:37,Credit card,OneMain Finance Corporation,PA,"Hello. This is for XXXX Credit Card from Onemain Financial Recently I tried to get this card on a Debt Management Plan. I did not have my account number as I had destroyed the card. The account number was needed to add them to the DMP. 

I frequently attempted to get a replacement card or at least the number from XXXX by calling and emailing. They have not sent a card or provided the account number. They claimed it was on the statements. It is not. 

I sent them an email on XX/XX/year> to please provide me a letter in writing with the account number plus all charges on the card and payments. I have yet to receive anything. I also requested a phone call. I have not received a phone call."
2023-12-01 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,CA,"I got pre-approved for multiple credit cards by Capital One and I chose one amongst those to fill out an application. I got denied that very minute. This whole pre-approval technique is one big scam by credit companies. If pre-approval never guarantees approval why is it called Pre-approval? This is so manipulating and I don't see how this is legal in our country. They try to put a soft pillow under your head by saying if you fill out this application you will get a hard inquiry because you getting pre-approved when they are not intertwined and only a mere reflection. I got a hard inquiry on my credit report when I was given multiple cards to choose from as I was so-called "" pre-approved '' How is this legal? Someone, please explain to me how it's legal to trick customers into filling out a credit application knowing the pre-approval process doesn't guarantee anything. This is so wrong. The name itself is already misleading. I want my negative credit remark to be removed from my history. I would have never applied if I knew pre-approval doesn't guarantee anything. Why is this program even in the process? Makes no sense. Can someone stand up for us? Stop this scam"
2026-01-27 00:00:00,Credit card,DISCOVER BANK,NH,"On XX/XX/XXXX There was a charge on my Discover XXXX card for {$150.00} from a place called XXXX XXXX XXXX. I did not recognize the charge and disputed it with Discover and they gave me a provisional credit. As of XX/XX/XXXX they have added this charge back to my card as they indicate they have proof from the vendor that this was a legitimate charge. 
I asked Discover to send me proof of the purchase- I have attached a screen shot of what they sent. 
According to this invoice I purchased a XXXX calendar for {$150.00} I used the website outlined in the invoice and it came up as "" site can not be reached ''. 
The phone number comes up as "" spam '' - I have that proof attached to this complaint. 

I sent this information to Discover and they indicate they are not responsible for a fraudulent charge. I explained to them that the vendor accessed Discover and charged my card perhaps because Discover XXXX have the appropriate safety measures. I did not purchase a calendar for {$150.00} nor did I authorize this charge. 

Could you please provide me assistance to get Discover to provide me this credit."
2025-08-13 00:00:00,Credit card,"CITIBANK, N.A.",CA,"I purchased a laptop computer from XXXX XXXX in XX/XX/XXXX. The cost of the laptop was {$2300.00}. I paid for the laptop on my XXXX  XXXX XXXX  XXXX. The charge appeared as "" pending '' for several months. I called Citicard on XXXX XXXX, asking why the charge was not going through. The agent told me that she was not able to see any pending charges. If it wasn't going through she said to contact the merchant and have it run the charge again. 

I did call XXXX and the charge for the {$2300.00} payment successfully posted to my Citicard on XXXX XXXX. A duplicate {$2300.00} charge posted to my Citicard on XXXX XXXX. 

I filed a dispute with Citicard through the online portal in XX/XX/XXXX, and a provisional credit was applied to my account. Citicard responded XXXX, that it needed proof that my purchase was paid using a method other than my account, and again on XXXX, saying my dispute had been concluded and it was unable to resolve the dispute in my favor. 

I have place several telephone calls with, and sent correspondence to Citcard and/or XXXX XXXX multiple times to resolve this matter. See below for the specific dates/times : : XXXX, XXXX - Explaining that duplicate charge was not paid by a different payment method. Both were made to my Citicard. I never communicated that payment was done by a different method. 
XXXX, XXXX - Called to find out what was going on with the dispute. I reiterated that the charge was not paid by a different method. 
XXXX dated letter from Citicard stating XXXX was unable to resolve the dispute XXXX - Prepared letter to Citicard and XXXX XXXX XXXX - Email to Citicard Billing Disputes attaching email correspondence from XXXX received XXXX XXXX, XXXX XXXX Called again to reopen the dispute. Citicard denied receiving my XXXX email. Sent a follow-up email attaching the email correspondence from XXXX. 
XXXX, XXXX - Called again to reopen the dispute. 
XXXX - Citicard letter denying dispute stating, "" We have made every attempt to resolve your dispute with the merchant. They are unwilling to issue a credit to your account and have informed us that this charge is valid... '' I called XXXX XXXX on : XXXX, XXXX - Inquired about my order and the duplicate charge XXXX, XXXX - Call to once again inquire about duplicate charge. asked for documentation showing what payment XXXX had received for the order."
